,registrationDate,propertyDescription,leaseDateTerm,lesseeTitle,NOTE 1,NOTE 2,NOTE 3,NOTE 4
971,06.03.2017 111 01.01.2015,44 Upton Drive  ,28.02.2017 999 years from ,SF623850  ,,,,
972,06.03.2017 95 01.01.2015,20 Upton Drive  ,24.02.2017 999 years from ,SF623860  ,,,,
973,07.03.2017 94 01.01.2015,73 Upton Drive  ,24.02.2017 999 years from ,SF623886  ,,,,
974,13.03.2017 96 01.01.2015,11 Metcalfe Close  ,29.04.2016 999 years from ,SF623998  ,,,,
975,21.03.2017 103 01.01.2015,46 Upton Drive  ,24.02.2017 999 years from ,SF624233  ,,,,
976,28.03.2017 107 01.01.2015,30 Upton Drive  ,24.03.2017 999 years from ,SF624394  ,,,,
977,28.03.2017 106 01.01.2015,32 Upton Drive  ,24.03.2017 999 years from ,SF624400  ,,,,
978,05.04.2017 105 01.01.2015,72 Upton Drive  ,25.11.2016 999 years from ,SF624615  ,,,,
979,05.04.2017 112 01.01.2015,19 Gilliver Close  ,31.03.2017 999 years from ,SF624630  ,,,,
980,11.04.2017 113 01.01.2015,35 Upton Drive  ,07.04.2017 999 years from ,SF624796  ,,,,
981,ITEM CANCELLED o,n 22 July 2019.,,,,,,
982,12.04.2017 108 01.01.2015,15 Gilliver Close  ,30.03.2017 999 years from ,SF624824  ,,,,
983,19.04.2017 115 01.01.2015,78 Upton Drive  ,25.11.2016 999 years from ,SF624916  ,,,,
984,03.05.2017 117 01.01.2015,75 Upton Drive  ,27.04.2017 999 years from ,SF625286  ,,,,
985,03.05.2017 118 01.01.2015,69 Upton Drive  ,28.04.2017 999 years from ,SF625298  ,,,,
986,15.05.2017 119 01.01.2015,73 Upton Drive  ,28.04.2017 999 years from ,SF625633  ,,,,
987,15.05.2017 116 01.01.2015,14 Gilliver Close  ,28.04.2017 999 years from ,SF625659  ,,,,
988,17.05.2017 120 01.01.2015,53 Upton Drive  ,12.05.2017 999 years from ,SF625717  ,,,,
989,26.05.2017 121 01.01.2015,55 Upton Drive  ,12.05.2017 999 years from ,SF625986  ,,,,
990,30.05.2017 122 01.01.2015,63 Upton Drive  ,26.05.2017 999 years from ,SF626049  ,,,,
991,02.06.2017 123 01.01.2010,67 Upton Drive  ,26.05.2017 999 years from ,SF626132  ,,,,
992,06.06.2017 69 01.01.2015,51 Upton Drive  ,31.05.2017 999 years from ,SF626209  ,,,,
993,14.06.2017 125 01.01.2015,47 Upton Drive  ,26.05.2017 999 years from ,SF626454  ,,,,
994,04.07.2017 124 01.01.2015,62 Upton Drive  ,30.06.2017 999 years from ,SF626984  ,,,,
995,04.07.2017 139 01.01.2015,120 Upton Drive  ,30.06.2017 999 years from ,SF627031  ,,,,
996,07.07.2017 126 01.01.2015,48 Upton Drive  ,30.06.2017 999 years from ,SF627138  ,,,,
997,07.07.2017 126 01.01.2015,106 Upton Drive  ,30.06.2017 999 years from ,SF627165  ,,,,
998,10.07.2017 134 01.01.2015,122 Upton Drive  ,30.06.2017 999 years from ,SF627204  ,,,,
999,12.07.2017 135 01.01.2015,77 Upton Drive  ,30.06.2017 999 years from ,SF627265  ,,,,
1000,12.07.2017 136 01.01.2015,10 Gilliver Close  ,16.06.2017 999 years from ,SF627297  ,,,,
1001,30.06.2017 128 01.01.2015,108 Upton Drive  ,17.07.2017 999 years from ,SF627421  ,,,,
1002,18.07.2017 137 01.01.2015,116 Upton Drive  ,30.06.2017 999 years from ,SF627462  ,,,,
1003,21.07.2017 129 1 Janaury 2015,60 Upton Drive  ,30.06.2017 999 years from ,SF627560  ,,,,
1004,24.07.2017 130 1 January 2015,100 Upton Drive  ,23.06.2017 999 years from ,SF627595  ,,,,
1005,24.07.2017 131 1 January 2015,104 Upton Drive  ,30.06.2017 999 years from ,SF627599  ,,,,
1006,24.07.2017 132 1 January 2015,94 Upton Drive  ,30.06.2017 999 years from ,SF627625  ,,,,
1007,25.07.2017 133 01.01.2015,98 Upton Drive  ,23.06.2017 999 years from ,SF627685  ,,,,
1008,26.07.2017 138 01.01.2015,126 Upton Drive  ,30.06.2017 999 years from ,SF627692  ,,,,
1009,26.07.2017 140 01.01.2015,114 Upton Drive  ,30.06.2017 999 years from ,SF627693  ,,,,
1010,26.07.2017 141 01.01.2015,45 Upton Drive  ,30.06.2017 999 years from ,SF627708  ,,,,
1011,31.07.2017 142 01.01.2015,65 Upton Drive  ,29.06.2017 999 years from ,SF627790  ,,,,
1012,10.08.2017 143 01.01.2015,89 Upton Drive  ,28.07.2017 999 years from ,SF628161  ,,,,
1013,14.08.2017 144 01.01.2015,118 Upton Drive  ,27.07.2017 999 years from ,SF628252  ,,,,
1014,15.08.2017 145 01.01.2015,41 Upton Drive  ,28.07.2017 999 years from ,SF628290  ,,,,
1015,15.08.2017 146 01.01.2015,87 Upton Drive  ,28.07.2017 999 years from ,SF628313  ,,,,
1016,06.09.2017 148 01.01.2015,96 Upton Drive  ,31.08.2017 999 years from ,SF630574  ,,,,
1017,15.09.2017 149 01.01.2015,102 Upton Drive  ,25.08.2017 999 years from ,SF629198  ,,,,
1018,19.09.2017 150 01.01.2015,99 Upton Drive  ,15.09.2017 999 years from ,SF629274  ,,,,
1019,19.09.2017 151 01.01.2015,43 Upton Drive  ,31.08.2017 999 years from ,SF629286  ,,,,
1020,03.10.2017 152 01.01.2015,103 Upton Drive  ,25.08.2017 999 years from ,SF629691  ,,,,
1021,06.10.2017 153 01.01.2015,11 Gilliver Close  ,31.08.2017 999 years from ,SF629814  ,,,,
1022,11.10.2017 159 01.01.2015,91 Upton Drive  ,18.09.2017 999 years ,SF629919  ,,,,
1023,12.10.2017 155 01.01.2015,49 Upton Drive  ,25.08.2017 999 years from ,SF629975  ,,,,
1024,13.10.2017 162 01.01.2015,79 Upton Drive  ,29.09.2017 999 years from ,SF630012  ,,,,
1025,16.10.2017 156 01.01.2015,85 Upton Drive  ,29.09.2017 999 years from ,SF630085  ,,,,
1026,17.10.2017 160 01.01.2015,37 Upton Drive  ,25.09.2017 999 years from ,SF630118  ,,,,
1027,18.10.2017 157 01.01.2015,110 Upton Drive  ,28.09.2017 999 years from ,SF630152  ,,,,
1028,20.10.2017 158 01.01.2015,95 Upton Drive  ,29.09.2017 999 years from ,SF630233  ,,,,
1029,07.11.2017 161 01.01.2015,112 Upton Drive  ,29.09.2017 999 years from ,SF630719  ,,,,
1030,08.11.2017 163 01.01.2015,57 Upton Drive  ,29.09.2017 999 years from ,SF630791  ,,,,
1031,21.11.2017 165 01.01.2015,93 Upton Drive  ,17.11.2017 999 years from ,SF631148  ,,,,
1032,12.12.2017 164 01.01.2015,71 Upton Drive  ,29.09.2017 999 years from ,SF631716  ,,,,
1033,15.12.2017 166 01.01.2015,59 Upton Drive  ,30.11.2017 999 years from ,SF631855  ,,,,
1034,05.01.2018 167 01.01.2015,97 Upton Drive  ,31.08.2017 999 years from ,SF632372  ,,,,
1035,15.01.2018 168 01.01.2015,12 Gilliver Close  ,25.08.2017 999 years from ,SF632679  ,,,,
1036,17.01.2018 169 01.01.2015,101 Upton Drive  ,24.11.2017 999 years from ,SF632786  ,,,,
1037,17.01.2018 170 01.01.2015,83 Upton Drive  ,30.11.2017 999 years from ,SF632788  ,,,,
1038,17.01.2018 171 01.01.2015,81 Upton Drive  ,27.10.2017 999 years from ,SF632809  ,,,,
1039,31.01.2018 172 01.01.2015,61 Upton Drive  ,26.01.2018 999 years from ,SF633297  ,,,,
1040,03.07.2018 173 (part of) and 174,220 Upton Drive (first and second floor) and parking spaces,29.06.2018 999 years from 1 January 2018,SF637848  ,,,,
1041,01.08.2018 173 (part of) and 175,218 Upton Drive (ground floor) and parking space ,27.07.2018 999 years from 1 January 2018,SF638801  ,,,,
1042,03.08.2018 173 (part of) and 176,222 Upton Drive (second and first floor) and parking space,29.06.2018 999 years from 1 January 2018,SF638873  ,,,,
1043,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1044,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1045,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1046,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1047,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1048,ITEM CANCELLED o,n 3 September 2018.,,,,,,
1049,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1050,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1051,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1052,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1053,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1054,ENTRY CANCELLED,on 5 February 2019.,,,,,,
1055,16.09.1991 Edged & no'd 1 in blue,Unit 1  ,01.08.1991 25 years from 1.8.1991,WM538593  ,,,,
1056,03.03.2004 Edged & no'd 3 in blue,"Unit 7, Metro Triangle.  ",29.10.2001 6 years from 31.3.2001,  ,,,,
1057,06.04.2009 Edged and numbered 2 in blue,"Unit 6, Metro Triangle   ",20.03.2008 from 1.3.2008 to 28.2.2018 ,WM949137   ,,,,
1058,10.09.2015 Edged and numbered 8 in blue and including 29.4.2020,Unit 10 Metro Triangle     ,30.04.2015 5 years from and including 30.4.2015 to  ,     ,,,,
1059,21.09.2015 Edged and numbered 4 in blue (NSE) and including 28/09/2025,"Unit 4, Metro Triangle     ",17.09.2015 from and including 29/09/2015 to  ,MM58541     ,NOTE: The lease grants right to use car parking spaces for edged and numbered 5 in blue on title plan.,,,
1060,14.12.2006 Edged and numbered 2 in blue,Land on the north side of Hailey Lane  ,25.09.2006 50 years from 25.09.2006 ,HD462528   ,,,,
1061,20.02.2008 Edged and numbered 3 in blue,Tennis Academy and parking spaces  ,31.01.2008 65 years from 10.12.2007 ,HD478961   ,,,,
1062,08.09.2014 Edged and numbered 1 in blue,Hertford Heath Nature Reserve  ,27.08.2014 15 years from 27.8.2014 ,HD537191   ,NOTE: The lease comprises also other land.,,,
1063,21.08.2015 Edged and numbered 4 in blue,An electricity substation   ,05.08.2015 99 years from 5/8/2015 ,HD546129   ,NOTE: See entry in the Charges Register relating to the rights granted by this lease.,,,
1064,"15.09.2005 Queensmead, Manc Sheringham, Wals Wymondham Court","1-17 Queensmead, The Lodge, roft Court,   125 years from ingham and    25.12.1959 ",17.04.1962   ,NGL719864   ,"NOTE: The Lease dated 17 April 1962 referred to above was deemed to have been surrendered and regranted following the grant of a lease or leases under section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act with the effect provided for by paragraph 10 of Schedule 11 to that Act",,,
1065,29.01.2007 and Garage 11 (G Floor),1 Mancroft (Ground Floor) round         From 2.1.2007 to 21.11.2174,02.01.2007  ,NGL875439  ,NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform Housing and Urban Development Act 1993,,,
1066,29.01.2007 Floor Flat) and to 21.11.2174,6 Mancroft Court (Second Garage 106    From 2.1.2007 ,02.01.2007  ,NGL875449  ,NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform Housing and Urban Development Act 1993,,,
1067,29.01.2007 Floor Flat) to 21.11.2174,4 Mancroft Court (First From 2.01.2007 ,02.01.2007  ,NGL875443  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1068,29.01.2007 Floor Flat) 16.01.2007 to 21.11.2174,Flat 50 Walsingham (Fourth From  ,16.01.2007   ,NGL875452   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1069,02.02.2007 Floor Flat) to 21.11.2174,Flat 43 Sheringham (Second From 5.01.2007 ,05.01.2007  ,NGL875697  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1070,02.02.2007 8 (part of) to 21.11.2174,Flat 65 Sheringham (Seventh Floor Flat) ,05.01.2007 From 5.01.2007 ,NGL875699  ,"NOTE: The Lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1071,26.02.2007 Flat) to 21.11.2174,49 Sheringham (Fourth Floor From 19.2.2007 ,19.02.2007  ,NGL876745  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1072,02.03.2007 Flat) and Garage 26.02.2007 to 21.11.2174,56 Sheringham (Fifth Floor 25           From  ,26.02.2007   ,NGL877052   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Develoment Act 1993",,,
1073,26.03.2007 Floor Flat) until 21.11.2174,Flat 7 Wymondham (First From 26.2.2007  ,26.02.2007   ,NGL878126   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1074,26.03.2007 Floor Flat) until 21.11.2174,Flat 50 Sheringham (Fourth From 26.2.2007  ,26.02.2007   ,NGL878133   ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1075,23.03.2007 Flat) and Garage to 21.11.2174,51 Sheringham (Fourth Floor 53           From 26.2.2007 ,26.02.2007  ,NGL878081  ,"NOTE: The lease was made under the provisions of section 56 or 92(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1076,23.03.2007 9 (part of) to 21.11.2174,53 Walsingham (Fourth Floor Flat) ,19.02.2007 From 19.2.2007 ,NGL878106  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1077,26.03.2007 Flat) to 21.11.2174,8 Wymondham (First Floor From 26.2.2007 ,26.02.2007  ,NGL878134  ,NOTE: Thelease was made under the provisions of section 56 or 93(4) of,"the Leasehold Reform, Housing and Urban Devlopment Act 1993",,
1078,26.03.2007 Flat) and Garage to 21.11.2174,14 Wymondham (Third Floor 20           From 26.2.2007 ,26.02.2007  ,NGL878144  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1079,26.03.2007 Flat) to 21.11.2174,50 Sheringham (Fourth Floor From 26.2.2007 ,26.02.2007  ,NGL878133  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1080,26.03.2007 Flat) to 21.11.2174,11 Wymondham (Second Floor From 26.2.2007 ,26.02.2007  ,NGL871838  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1081,26.03.2007 Flat) and Garage to 21.11.2174,54 Walsingham (Fifth Floor 66           From 26.2.2007 ,26.02.2007  ,NGL878141  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1082,28.03.2007 9 (part of) to 21.11.2174,38 Sheringham (First Floor Flat) ,08.03.2007 From 8.3.2007 ,NGL878265  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Devlopment Act 1993",,,
1083,28.03.2007 Floor Flat) and and 114,32 Sheringham (Seventh Garages 44    From 26.2.2007 to 21.11.2174,26.02.2007  ,NGL878247  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1084,28.03.2007 Flat) and Gargag 37,44 Sheringham (Third Floor es 23 and     From 8.3.2007 to 21.11.2174,08.03.2007  ,NGL878288  ,"NOTE: The Lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1085,10.04.2007 Flat) to 21.11.2174,9 Walsingham (second Floor From 21.3.2007 ,21.03.2007  ,NGL878674  ,"NOTE: The lease was made under the provisions of section 56 or 93 (4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1086,10.04.2007 Floor Flat) to 21.11.2174,65 Walsingham (Seventh From 21.3.2007 ,21.03.2007  ,NGL878671  ,"NOTE: The lease was made under the provisions of section 56 or 93 (4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1087,10.04.2007 Flat)Garage 29 a to 21.11.2174,82 Sheringham (Tenth Floor nd 38         From 21.3.2007 ,21.03.2007  ,NGL878669  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1088,10.04.2007 Flat) to 21.11.2174,39 Sheringham (Second Floor From 21.3.2007 ,21.03.2007  ,NGL878670  ,"NOTE: The lease was made under the provisions of section 56 or 93 (4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1089,10.04.2007 (Sixth Floor Fla Garage 75,"27 Walsingham, Queensmead t) and        From 21.3.2007 to 21.11.2174",21.03.2007  ,NGL878662  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1090,14.04.2007 (Eighth Floor Fl to 21.11.2174,69 and 70 Walsingham at)           From 10.4.2007 ,10.04.2007  ,NGL880545  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1091,19.04.2007 Flat) to 21.11.2174,81 Walsingham (Tenth Floor From 15.3.2007 ,15.03.2007  ,NGL879129  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1092,19.04.2007 Floor Flat) and to 21.11.2174,64 Walsingham (Seventh Garage 55     From 15.3.2007 ,15.03.2007  ,NGL879130  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1093,19.04.2007 Floor) and garag to 21.11.2174,66 Walsingham (Seventh e 78          From 15.3.2007 ,15.03.2007  ,NGL879131  ,"NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold reform, Housing and Urban Development Act 1993",,,
1094,19.04.2007 Flat) and Garage to 21.11.2174,34 Walsingham (Ground Floor 105          From 15.3.2007 ,15.03.2007  ,NGL879141  ,"NOTE: This lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1095,19.04.2007 Flat) to 21.11.2174,55 Walsingham ( Fifth Floor From 15.3.2007 ,15.03.2007  ,NGL879142  ,"NOTE: This lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993",,,
1096,19.04.2007 Flat) to 21.11.2174,60 Sheringham (Sixth Floor From 15.3.2007 ,15.03.2007  ,NGL879171  ,"NOTE: This lease was made under the provisions of section 56 or 93(4) ofth e Leasehold Reform, Housing and Urban Development Act 1993",,,
1097,19.04.2007 Flat) and Garage to 21.11.2174,16 Sheringham (Third Floor 14           From 15.3.2007 ,15.03.2007  ,NGL879172  ,NOTE: This lease was made under the provisions of section 56 or 93(4),"of the Leasehold Reform, Housing and Urban Development Act 1993",,
